Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Unnamed: 9
PRMW,Primo Water Corporation,14.6,2337250738.2,,,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/prmw,
PRIM,Primoris Services Corporation,18.22,879144133.78,,,Basic Industries,Water Supply,https://old.nasdaq.com/symbol/prim,
PFG,Principal Financial Group Inc,40.16,11024670911.68,,2001.0,Finance,Accident &Health Insurance,https://old.nasdaq.com/symbol/pfg,
BTEC,Principal Healthcare Innovators Index ETF,47.75,0.0,,,,,https://old.nasdaq.com/symbol/btec,
PDEV,Principal International Multi-Factor Core Index ETF,25.447,0.0,,,,,https://old.nasdaq.com/symbol/pdev,
GENY,Principal Millennials Index ETF,47.45,0.0,,,,,https://old.nasdaq.com/symbol/geny,
PSET,Principal Price Setters Index ETF,42.41,0.0,,,,,https://old.nasdaq.com/symbol/pset,
PGZ,Principal Real Estate Income Fund,11.33,78174734.0,,2013.0,,,https://old.nasdaq.com/symbol/pgz,
PY,Principal Shareholder Yield Index ETF,30.03,0.0,,,,,https://old.nasdaq.com/symbol/py,
PLC,Principal U.S. Large-Cap Multi-Factor Core Index ETF,27.2507,0.0,,,,,https://old.nasdaq.com/symbol/plc,
USMC,Principal U.S. Mega-Cap Multi-Factor Index ETF,32.4733,0.0,,,,,https://old.nasdaq.com/symbol/usmc,
PSC,Principal U.S. Small-Cap Multi-Factor Index ETF,28.8633,0.0,,,,,https://old.nasdaq.com/symbol/psc,
PSM,Principal U.S. Small-MidCap Multi-Factor Core Index ETF,23.6151,0.0,,,,,https://old.nasdaq.com/symbol/psm,
PRNB,Principia Biopharma Inc.,100.27,3332595378.32,,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/prnb,
PRIF^A,"Priority Income Fund, Inc.",23.6852,0.0,,,,,https://old.nasdaq.com/symbol/prif^a,
PRIF^B,"Priority Income Fund, Inc.",24.0988,0.0,,,,,https://old.nasdaq.com/symbol/prif^b,
PRIF^C,"Priority Income Fund, Inc.",24.35,0.0,,,,,https://old.nasdaq.com/symbol/prif^c,
PRIF^D,"Priority Income Fund, Inc.",25.0001,0.0,,,,,https://old.nasdaq.com/symbol/prif^d,
PRIF^E,"Priority Income Fund, Inc.",24.19,0.0,,,,,https://old.nasdaq.com/symbol/prif^e,
PRIF^F,"Priority Income Fund, Inc.",24.3,0.0,,,,,https://old.nasdaq.com/symbol/prif^f,
PRTH,"Priority Technology Holdings, Inc.",3.245,217957976.115,,2016.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/prth,
PRA,ProAssurance Corporation,14.74,794327294.42,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/pra,
PG,Procter & Gamble Company (The),137.37,341999293641.18,,,Basic Industries,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/pg,
UFO,Procure Space ETF,21.9,0.0,,,,,https://old.nasdaq.com/symbol/ufo,
PDEX,"Pro-Dex, Inc.",28.77,110426481.27,,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/pdex,
IPDN,"Professional Diversity Network, Inc.",0.9262,11873738.5866,,2013.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/ipdn,
PFHD,Professional Holding Corp.,12.39,166650369.27,,2020.0,Finance,Major Banks,https://old.nasdaq.com/symbol/pfhd,
PFIE,"Profire Energy, Inc.",0.7075,33898528.8625,,,Energy,Metal Fabrications,https://old.nasdaq.com/symbol/pfie,
PROF,Profound Medical Corp.,16.99,329234802.48,,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/prof,
PROG,"Progenity, Inc.",8.48,394727336.8,,1995.0,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/prog,
PRGS,Progress Software Corporation,35.23,1586613206.88,,1991.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/prgs,
PGR,Progressive Corporation (The),96.86,56701544315.16,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/pgr,
PGNY,"Progyny, Inc.",26.35,2265659243.55,,2019.0,Health Care,Misc Health and Biotechnology Services,https://old.nasdaq.com/symbol/pgny,
PLD,"Prologis, Inc.",99.52,73522191360.0,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/pld,
LUNG,"ProLung, Inc.",,0.0,,,,,https://old.nasdaq.com/symbol/lung,
PFPT,"Proofpoint, Inc.",103.57,5969953147.54,,2012.0,Technology,EDP Services,https://old.nasdaq.com/symbol/pfpt,
PSAC,Property Solutions Acquisition Corp.,9.77,0.0,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/psac,
PSACU,Property Solutions Acquisition Corp.,10.14,0.0,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/psacu,
PSACW,Property Solutions Acquisition Corp.,0.43,0.0,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/psacw,
PUMP,ProPetro Holding Corp.,4.89,493393396.05,,2017.0,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/pump,
PRPH,"ProPhase Labs, Inc.",3.87,44908459.11,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/prph,
PTAC,PropTech Acquisition Corporation,10.81,233090625.0,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/ptac,
PTACU,PropTech Acquisition Corporation,11.55,0.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/ptacu,
PTACW,PropTech Acquisition Corporation,1.875,0.0,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/ptacw,
PRQR,ProQR Therapeutics N.V.,5.47,274280629.17,,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/prqr,
PRO,"PROS Holdings, Inc.",32.77,1420354828.88,,2007.0,Technology,EDP Services,https://old.nasdaq.com/symbol/pro,
EQRR,ProShares Equities for Rising Rates ETF,31.07,0.0,,,,,https://old.nasdaq.com/symbol/eqrr,
BIB,ProShares Ultra Nasdaq Biotechnology,70.98,0.0,,,,,https://old.nasdaq.com/symbol/bib,
TQQQ,ProShares UltraPro QQQ,116.48,0.0,,,,,https://old.nasdaq.com/symbol/tqqq,
SQQQ,ProShares UltraPro Short QQQ,27.48,0.0,,,,,https://old.nasdaq.com/symbol/sqqq,
BIS,ProShares UltraShort Nasdaq Biotechnology,30.87,0.0,,,,,https://old.nasdaq.com/symbol/bis,
PROS,"ProSight Global, Inc.",9.72,423671880.24,,2019.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/pros,
PBB,Prospect Capital Corporation,25.065,0.0,,2015.0,,,https://old.nasdaq.com/symbol/pbb,
PBC,Prospect Capital Corporation,25.94,0.0,,2018.0,,,https://old.nasdaq.com/symbol/pbc,
PBY,Prospect Capital Corporation,25.48,1294060837.16,,2018.0,,,https://old.nasdaq.com/symbol/pby,
PSEC,Prospect Capital Corporation,5.11,1926458011.94,,2004.0,,,https://old.nasdaq.com/symbol/psec,
PB,"Prosperity Bancshares, Inc.",51.35,4758114723.7,,,Finance,Major Banks,https://old.nasdaq.com/symbol/pb,
PTGX,"Protagonist Therapeutics, Inc.",22.0,809763856.0,,2016.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ptgx,
PLX,"Protalix BioTherapeutics, Inc.",3.65,118415621.4,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/plx,
TARA,"Protara Therapeutics, Inc. ",18.33,107384215.38,,2014.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/tara,
PTVCA,Protective Insurance Corporation,15.27,217038801.24,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/ptvca,
PTVCB,Protective Insurance Corporation,15.6,221729227.2,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/ptvcb,
PTI,"Proteostasis Therapeutics, Inc.",1.27,66269082.6,,2016.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/pti,
PRTA,Prothena Corporation plc,10.66,425455662.58,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/prta,
PRLB,"Proto Labs, Inc.",138.28,3692982563.68,,2012.0,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/prlb,
PRVB,"Provention Bio, Inc.",15.2,855457307.2,,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/prvb,
PVBC,"Provident Bancorp, Inc.",7.97,155194310.7,,2015.0,Finance,Savings Institutions,https://old.nasdaq.com/symbol/pvbc,
PROV,"Provident Financial Holdings, Inc.",11.95,88863964.25,,,Finance,Savings Institutions,https://old.nasdaq.com/symbol/prov,
PFS,"Provident Financial Services, Inc",12.85,846477661.8,,2003.0,Finance,Savings Institutions,https://old.nasdaq.com/symbol/pfs,
PBIP,"Prudential Bancorp, Inc.",10.56,86032372.8,,,Finance,Banks,https://old.nasdaq.com/symbol/pbip,
PFH,"Prudential Financial, Inc.",25.58,0.0,,2020.0,Finance,Life Insurance,https://old.nasdaq.com/symbol/pfh,
PJH,"Prudential Financial, Inc.",25.02,0.0,,,Finance,Life Insurance,https://old.nasdaq.com/symbol/pjh,
PRH,"Prudential Financial, Inc.",25.03,0.0,,,Finance,Life Insurance,https://old.nasdaq.com/symbol/prh,
PRS,"Prudential Financial, Inc.",27.4,933286935.8,,2018.0,Finance,Life Insurance,https://old.nasdaq.com/symbol/prs,
PRU,"Prudential Financial, Inc.",68.15,26919250000.0,,2001.0,Finance,Life Insurance,https://old.nasdaq.com/symbol/pru,
PUK,Prudential Public Limited Company,29.99,39121056049.75,,,Finance,Life Insurance,https://old.nasdaq.com/symbol/puk,
PUK^,Prudential Public Limited Company,26.68,0.0,,,,,https://old.nasdaq.com/symbol/puk^,
PUK^A,Prudential Public Limited Company,27.02,0.0,,,,,https://old.nasdaq.com/symbol/puk^a,
PSB,"PS Business Parks, Inc.",123.3,3388591510.2,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/psb,
PSB^W,"PS Business Parks, Inc.",25.86,0.0,,,,,https://old.nasdaq.com/symbol/psb^w,
PSB^X,"PS Business Parks, Inc.",26.42,0.0,,,,,https://old.nasdaq.com/symbol/psb^x,
PSB^Y,"PS Business Parks, Inc.",26.21,0.0,,,,,https://old.nasdaq.com/symbol/psb^y,
PSB^Z,"PS Business Parks, Inc.",26.72,0.0,,,,,https://old.nasdaq.com/symbol/psb^z,
PMD,Psychemedics Corporation,4.69,25919252.17,,,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/pmd,
TLK,"PT Telekomunikasi Indonesia, Tbk",19.22,19039758030.52,,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tlk,
PTC,PTC Inc.,86.11,9998918568.92,,,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/ptc,
PTCT,"PTC Therapeutics, Inc.",47.22,3196945765.08,,2013.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ptct,
PTK.U,PTK Acquisition Corp.,,0.0,,2020.0,,,https://old.nasdaq.com/symbol/ptk.u,
PEG,Public Service Enterprise Group Incorporated,51.33,25960434126.72,,,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/peg,
PSA,Public Storage,221.01,38633165059.92,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/psa,
PSA^B,Public Storage,25.75,0.0,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/psa^b,
PSA^C,Public Storage,25.85,0.0,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/psa^c,
PSA^D,Public Storage,25.89,0.0,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/psa^d,
PSA^E,Public Storage,25.9,0.0,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/psa^e,
PSA^F,Public Storage,26.56,0.0,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/psa^f,
PSA^G,Public Storage,26.5199,0.0,,,,,https://old.nasdaq.com/symbol/psa^g,
PSA^H,Public Storage,28.4,0.0,,,,,https://old.nasdaq.com/symbol/psa^h,
PSA^I,Public Storage,27.2422,0.0,,,,,https://old.nasdaq.com/symbol/psa^i,
PSA^J,Public Storage,27.1317,0.0,,,,,https://old.nasdaq.com/symbol/psa^j,
PSA^K,Public Storage,27.29,0.0,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/psa^k,
PSA^L,Public Storage,26.82,0.0,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/psa^l,
PSA^M,Public Storage,25.81,0.0,,,,,https://old.nasdaq.com/symbol/psa^m,
PSA^W,Public Storage,24.9958,0.0,,,,,https://old.nasdaq.com/symbol/psa^w,
PSA^X,Public Storage,24.99,0.0,,,,,https://old.nasdaq.com/symbol/psa^x,
PHCF,"PUHUI WEALTH INVESTMENT MANAGEMENT CO., LTD.",3.095,35615892.01,,2018.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/phcf,
PULM,"Pulmatrix, Inc.",1.27,43697503.41,,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/pulm,
PLSE,"Pulse Biosciences, Inc",13.14,331286008.5,,2016.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/plse,
PHM,"PulteGroup, Inc.",44.98,12062631146.8,,,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/phm,
PBYI,Puma Biotechnology Inc,10.36,411051430.44,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/pbyi,
PCYO,Pure Cycle Corporation,9.62,229471612.76,,,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/pcyo,
PSTG,"Pure Storage, Inc. ",14.48,3883730973.2,,2015.0,Technology,Electronic Components,https://old.nasdaq.com/symbol/pstg,
PRPL,"Purple Innovation, Inc.",22.02,1194548689.02,,2015.0,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/prpl,
PRPLW,"Purple Innovation, Inc.",5.55,0.0,,,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/prplw,
PMM,Putnam Managed Municipal Income Trust,7.83,382730407.83,,1989.0,,,https://old.nasdaq.com/symbol/pmm,
PIM,Putnam Master Intermediate Income Trust,4.13,211419081.93,,1988.0,,,https://old.nasdaq.com/symbol/pim,
PMO,Putnam Municipal Opportunities Trust,13.32,454341017.52,,1993.0,,,https://old.nasdaq.com/symbol/pmo,
PPT,Putnam Premier Income Trust,4.55,470727088.65,,1988.0,,,https://old.nasdaq.com/symbol/ppt,
NEW,Puxin Limited,9.5,826875601.5,,2018.0,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/new,
PUYI,Puyi Inc.,6.11,26225806.36,4292276.0,2019.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/puyi,
PVH,PVH Corp.,68.48,4868449187.84,,,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/pvh,
PXS,Pyxis Tankers Inc.,0.8101,17465662.8385,,,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/pxs,
PZN,Pzena Investment Management Inc,5.25,374010719.25,,2007.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/pzn,
QK,Q&K International Group Limited,7.25,51757112.0,7138912.0,2019.0,Finance,Real Estate,https://old.nasdaq.com/symbol/qk,
QTWO,"Q2 Holdings, Inc.",89.56,4789793915.32,,2014.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/qtwo,
QADA,QAD Inc.,42.64,871381275.44,,,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/qada,
QADB,QAD Inc.,32.87,680267790.48,,,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/qadb,
QCRH,"QCR Holdings, Inc.",28.64,452322804.16,,,Finance,Major Banks,https://old.nasdaq.com/symbol/qcrh,
QEP,"QEP Resources, Inc.",1.12,271403811.84,,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/qep,
QGEN,Qiagen N.V.,50.59,11566887380.82,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/qgen,
QGEN,Qiagen N.V.,50.59,11566887380.82,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/qgen,
QIWI,QIWI plc,16.61,833205868.66,50162906.0,2013.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/qiwi,
QRVO,"Qorvo, Inc.",128.02,14624551737.22,,,Technology,Semiconductors,https://old.nasdaq.com/symbol/qrvo,
QTS,"QTS Realty Trust, Inc.",62.31,3827765734.62,,2013.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/qts,
QTS^A,"QTS Realty Trust, Inc.",27.99,0.0,,,,,https://old.nasdaq.com/symbol/qts^a,
QTS^B,"QTS Realty Trust, Inc.",142.53,0.0,,,,,https://old.nasdaq.com/symbol/qts^b,
QUAD,"Quad Graphics, Inc",3.51,188461984.23,,,Miscellaneous,Publishing,https://old.nasdaq.com/symbol/quad,
KWR,Quaker Chemical Corporation,183.35,3263557760.1,,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/kwr,
QCOM,QUALCOMM Incorporated,110.69,124887748596.85,,1991.0,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/qcom,
QLGN,"Qualigen Therapeutics, Inc.",4.72,99256110.64,,2015.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/qlgn,
QLYS,"Qualys, Inc.",93.84,3682892216.88,,2012.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/qlys,
NX,Quanex Building Products Corporation,18.38,602963950.44,,,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/nx,
PWR,"Quanta Services, Inc.",51.9,7163288862.0,,,Capital Goods,Engineering & Construction,https://old.nasdaq.com/symbol/pwr,
QTRX,Quanterix Corporation,33.9,1067480930.7,,2017.0,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/qtrx,
QMCO,Quantum Corporation,5.0,199539780.0,,,Technology,Electronic Components,https://old.nasdaq.com/symbol/qmco,
QD,Qudian Inc.,1.39,352683795.11,,2017.0,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/qd,
DGX,Quest Diagnostics Incorporated,113.87,15293040591.97,,,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/dgx,
QRHC,Quest Resource Holding Corporation,1.84,34283443.04,,,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/qrhc,
QH,Quhuo Limited,7.5,20250000.0,2700000.0,2020.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/qh,
QUIK,QuickLogic Corporation,3.29,36372562.1,,1999.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/quik,
QDEL,Quidel Corporation,189.31,7941580435.47,,,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/qdel,
QNST,"QuinStreet, Inc.",15.165,798578223.84,,2010.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/qnst,
QUMU,Qumu Corporation,5.33,72070346.53,,,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/qumu,
QTNT,Quotient Limited,5.66,571099314.74,,2014.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/qtnt,
QUOT,Quotient Technology Inc.,7.29,659378794.14,,2014.0,Consumer Services,Advertising,https://old.nasdaq.com/symbol/quot,
QRTEA,"Qurate Retail, Inc.",7.15,2980509460.5,,,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/qrtea,
QRTEB,"Qurate Retail, Inc.",11.38,4743803868.6,,,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/qrteb,
QRTEP,"Qurate Retail, Inc.",96.52,0.0,,,,,https://old.nasdaq.com/symbol/qrtep,
QTT,Qutoutiao Inc.,2.47,266995173.64,108095212.0,2018.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/qtt,
QVCC,"QVC, Inc.",23.94,0.0,,2019.0,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/qvcc,
QVCD,"QVC, Inc.",24.96,0.0,,2018.0,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/qvcd,
CTAA,Qwest Corporation,25.7893,0.0,,2016.0,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/ctaa,
CTBB,Qwest Corporation,25.48,0.0,,2016.0,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/ctbb,
CTDD,Qwest Corporation,26.22,0.0,,2017.0,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/ctdd,
CTY,Qwest Corporation,25.1,0.0,,2013.0,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/cty,
CTZ,Qwest Corporation,25.1247,0.0,,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/ctz,
RRD,R.R. Donnelley & Sons Company,1.5,107100000.0,,,Miscellaneous,Publishing,https://old.nasdaq.com/symbol/rrd,
RRD,R.R. Donnelley & Sons Company,1.5,107100000.0,,,Miscellaneous,Publishing,https://old.nasdaq.com/symbol/rrd,
RCM,R1 RCM Inc.,16.08,1858509853.68,,,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/rcm,
RMED,"Ra Medical Systems, Inc.",0.2588,18754805.6156,,2018.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/rmed,
RXT,"Rackspace Technology, Inc.",18.24,3632166020.16,,2020.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/rxt,
RADA,RADA Electronic Industries Ltd.,6.22,270477104.3,,,Technology,Electronic Components,https://old.nasdaq.com/symbol/rada,
RDCM,Radcom Ltd.,9.255,129048536.28,,1997.0,Technology,Computer peripheral equipment,https://old.nasdaq.com/symbol/rdcm,
RDN,Radian Group Inc.,15.18,2907784862.4,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/rdn,
RLGT,"Radiant Logistics, Inc.",5.26,259821061.14,,,Transportation,Oil Refining/Marketing,https://old.nasdaq.com/symbol/rlgt,
RDUS,"Radius Health, Inc.",12.04,559526817.08,,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/rdus,
RDNT,"RadNet, Inc.",15.87,818491441.2,,,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/rdnt,
RDWR,Radware Ltd.,24.42,1131603288.42,,1999.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/rdwr,
RFL,"Rafael Holdings, Inc.",17.7,279981166.5,,2018.0,Finance,Real Estate,https://old.nasdaq.com/symbol/rfl,
RL,Ralph Lauren Corporation,75.83,5538978160.23,,1997.0,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/rl,
METC,"Ramaco Resources, Inc.",3.32,141504605.08,,2017.0,Energy,Coal Mining,https://old.nasdaq.com/symbol/metc,
RMBS,"Rambus, Inc.",13.71,1559425468.92,,1997.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/rmbs,
RAND,Rand Capital Corporation,11.16,28876500.0,,,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/rand,
RNDB,"Randolph Bancorp, Inc.",12.25,67108685.0,,2016.0,Finance,Major Banks,https://old.nasdaq.com/symbol/rndb,
RRC,Range Resources Corporation,7.78,1992303434.74,,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/rrc,
RNGR,"Ranger Energy Services, Inc.",2.59,39745678.98,,2017.0,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/rngr,
PACK,Ranpak Holdings Corp,11.39,859698281.21,,2018.0,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/pack,
RPD,"Rapid7, Inc.",59.7,3045065005.8,,2015.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/rpd,
RAPT,"RAPT Therapeutics, Inc.",37.45,916360679.5,,2019.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/rapt,
RTLR,Rattler Midstream LP,7.11,1079379018.45,,2019.0,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/rtlr,
RAVE,"Rave Restaurant Group, Inc.",0.46,7112990.12,,,Consumer Non-Durables,Food Distributors,https://old.nasdaq.com/symbol/rave,
RAVN,"Raven Industries, Inc.",23.51,842721192.73,,,Capital Goods,Specialty Chemicals,https://old.nasdaq.com/symbol/ravn,
RJF,"Raymond James Financial, Inc.",72.97,10008549219.57,,,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/rjf,
RYAM,Rayonier Advanced Materials Inc.,4.64,293949688.64,,2014.0,Basic Industries,Paper,https://old.nasdaq.com/symbol/ryam,
RYN,Rayonier Inc.,26.48,3614840725.76,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ryn,
RTX,Raytheon Technologies Corporation,62.35,95249304089.3,,,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/rtx,
RBB,RBB Bancorp,12.21,241016608.8,,2017.0,Finance,Major Banks,https://old.nasdaq.com/symbol/rbb,
ROLL,RBC Bearings Incorporated,124.5,3121413079.5,,2005.0,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/roll,
RICK,"RCI Hospitality Holdings, Inc.",19.74,180133046.94,,1995.0,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/rick,
RCMT,"RCM Technologies, Inc.",1.59,18227211.45,,,Technology,Professional Services,https://old.nasdaq.com/symbol/rcmt,
RMAX,"RE/MAX Holdings, Inc.",33.4,1024831004.2,,2013.0,Finance,Real Estate,https://old.nasdaq.com/symbol/rmax,
RDI,Reading International Inc,3.65,79381021.25,,,Consumer Services,Movies/Entertainment,https://old.nasdaq.com/symbol/rdi,
RDIB,Reading International Inc,18.17,395165248.25,,,Consumer Services,Movies/Entertainment,https://old.nasdaq.com/symbol/rdib,
RC,Ready Capital Corporation,12.04,660668379.56,,2013.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/rc,
RCA,Ready Capital Corporation,23.7442,0.0,,2017.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/rca,
RCB,Ready Capital Corporation,22.88,0.0,,2019.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/rcb,
RCP,Ready Capital Corporation,25.33,0.0,,2018.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/rcp,
BLCN,Reality Shares Nasdaq NextGen Economy ETF,34.13,0.0,,,,,https://old.nasdaq.com/symbol/blcn,
RNWK,"RealNetworks, Inc.",1.29,49368315.48,,1997.0,Technology,EDP Services,https://old.nasdaq.com/symbol/rnwk,
RLGY,Realogy Holdings Corp.,10.73,1238632014.04,,2012.0,Finance,Real Estate,https://old.nasdaq.com/symbol/rlgy,
RP,"RealPage, Inc.",57.81,5891724649.2,,2010.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/rp,
O,Realty Income Corporation,62.35,21513202412.55,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/o,
RETA,"Reata Pharmaceuticals, Inc.",105.49,3544921721.11,,2016.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/reta,
UTG,Reaves Utility Income Fund,31.28,1609015266.96,,2004.0,,,https://old.nasdaq.com/symbol/utg,
